_id,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,WARD,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LONGITUDE,LATITUDE,ID,PARKING_TYPE,FLANKING,BICYCLE_CAPACITY,SIZE_M,YEAR_INSTALLED,BY_LAW,DETAILS,OBJECTID,geometry
6801,7994464,40,High Park Ave,40 High Park Ave,M6P 2S1,former Toronto,Toronto,Parkdale-High Park (4),,115001,7994458,40,,,,3660,,,,,63,Bike Shelter,High Park Ave,20,10.0,2013,,,15,"{u'type': u'Point', u'coordinates': (-79.4663681479, 43.6547112224)}"
6802,856375,100,Queen St W,100 Queen St W,M5H 2N1,former Toronto,Toronto,Spadina-Fort York (10),Nathan Phillips Square,115001,1145216,100,,,,4238,,,,,4,Bike Rack,Queen St W,120,2.9,2015,,,16,"{u'type': u'Point', u'coordinates': (-79.3836250552, 43.6528221423)}"
6803,856701,686,Queen St W,686 Queen St W,M6J 1E7,former Toronto,Toronto,Spadina-Fort York (10),,115001,1146191,686,,,,4238,,,,,94,Bike Shelter,Euclid Ave,10,3.0,2015,,,17,"{u'type': u'Point', u'coordinates': (-79.4079437965, 43.6465782036)}"
6804,866475,180,Shaw St,180 Shaw St,M6J 2W5,former Toronto,Toronto,Spadina-Fort York (10),Givins/Shaw Ps Jr. & Sr.,115001,14018156,180,,,,4388,,,,,28,Bike Shelter,Shaw St,18,7.6,2013,,,18,"{u'type': u'Point', u'coordinates': (-79.417586261, 43.6468989084)}"
6805,887713,1140,Yonge St,1140 Yonge St,M4W 2L8,former Toronto,Toronto,University-Rosedale (11),,115001,1140465,1140,,,,4733,,,,,11,Bike Rack,Malborough Ave,8,2.9,2016,,,19,"{u'type': u'Point', u'coordinates': (-79.3910471598, 43.679510244)}"
6806,310564,150,Borough Dr,150 Borough Dr,M1P 4N7,Scarborough,Toronto,Scarborough Centre (21),Albert Campbell Square,115001,107945,150,,,,7397,,,,,22,Bike Rack,Borough Dr,8,2.9,2014,,,20,"{u'type': u'Point', u'coordinates': (-79.2572409578, 43.7728105867)}"
6807,7730108,350,Victoria St,350 Victoria St,M5B 2K3,former Toronto,Toronto,Toronto Centre (13),,115001,30060911,350,,,,9790,,,,,55,Bike Rack,Gould St,8,2.9,2016,,,21,"{u'type': u'Point', u'coordinates': (-79.380479826, 43.6577656355)}"
6808,8353493,266,King St E,266 King St E,M5A 1K3,former Toronto,Toronto,Toronto Centre (13),,115001,8353517,266,,,,3779,,,,,48,Bike Rack,Ontario St,8,2.9,2016,,,22,"{u'type': u'Point', u'coordinates': (-79.3663420506, 43.6519627217)}"
6809,7642554,277,Victoria St,277 Victoria St,M5B 1W2,former Toronto,Toronto,Toronto Centre (13),,115001,30075808,277,,,,9790,,,,,50,Bike Rack,Dundas St E,8,2.9,2016,,,23,"{u'type': u'Point', u'coordinates': (-79.3793385702, 43.6565589128)}"
6810,10864283,28,Duncan St,28 Duncan St,,former Toronto,Toronto,Spadina-Fort York (10),,115001,14036084,28,,,,3331,,,,,51,Bike Corral,Nelson St,14,5.5,2015,NO,,24,"{u'type': u'Point', u'coordinates': (-79.3892098796, 43.6487811931)}"
6811,30069161,35,York St,35 York St,M5J 0C7,former Toronto,Toronto,Spadina-Fort York (10),,115001,13975053,35,,,,4735,,,,,54,Angled Bike Rack,Front St W,30,2.9,2015,,,25,"{u'type': u'Point', u'coordinates': (-79.3814651014, 43.6437906732)}"
6812,7929475,357,Bay St,357 Bay St,M5H 2T7,former Toronto,Toronto,Toronto Centre (13),,115001,7929469,357,,,,2962,,,,,57,Bike Rack,Temperance St,8,2.9,2016,,,26,"{u'type': u'Point', u'coordinates': (-79.3808769999, 43.6508344042)}"
6813,10736597,362,Bloor St W,362 Bloor St W,M5S 1X2,former Toronto,Toronto,University-Rosedale (11),The Living Stone Church,115001,10736589,362,,,,458,,,,,60,Bike Rack,Walmer Rd,8,2.9,2016,,,27,"{u'type': u'Point', u'coordinates': (-79.4057839572, 43.6665134282)}"
6814,12562241,375,St Clair Ave W,375 St Clair Ave W,,former Toronto,Toronto,Toronto-St. Paul's (12),Nordheimer Ravine,115001,30076115,375,,,,890,,,,,61,Bike Shelter,St Clair Ave W,20,10.0,2011,,,28,"{u'type': u'Point', u'coordinates': (-79.4143290305, 43.6836946285)}"
6815,10258457,40,Orchard View Blvd,40 Orchard View Blvd,M4R 1B9,former Toronto,Toronto,Eglinton-Lawrence (8),Northern District Public Library,115001,10258454,40,,,,4111,,,,,64,Bike Rack,Roehampton Ave,8,2.9,2016,,,29,"{u'type': u'Point', u'coordinates': (-79.4000640485, 43.7082699051)}"
6816,7730077,400,Yonge St,400 Yonge St,,former Toronto,Toronto,University-Rosedale (11),,115001,7730098,400,,,,4733,,,,,65,Bike Rack,Gerrard St W,8,2.9,2016,,,30,"{u'type': u'Point', u'coordinates': (-79.3826468223, 43.6595417581)}"
6817,785313,429,College St,429 College St,M5T 1T2,former Toronto,Toronto,University-Rosedale (11),,115001,1144402,429,,,,9765,,,,,66,Bike Rack,Bathurst St,8,2.9,2016,,,31,"{u'type': u'Point', u'coordinates': (-79.4072847841, 43.6562832334)}"
6818,9980658,449,Parliament St,449 Parliament St,M5A 3A3,former Toronto,Toronto,Toronto Centre (13),,115001,14023933,449,,,,4162,,,,,69,Bike Rack,Spruce St,8,2.9,2016,,,32,"{u'type': u'Point', u'coordinates': (-79.3671626415, 43.6635065844)}"
6819,30038007,47,Lower River St,47 Lower River St,M5A 0G1,former Toronto,Toronto,Toronto Centre (13),,115001,30037989,47,,,,19546,,,,,71,Bike Rack,Trolley Cres,24,2.9,2016,,,33,"{u'type': u'Point', u'coordinates': (-79.3555410632, 43.656498597)}"
6820,11180397,49,Givins St,49 Givins St,M6J 2X5,former Toronto,Toronto,Spadina-Fort York (10),Givins/Shaw Public School,115001,11180398,49,,,,3505,,,,,72,Bike Rack,Shaw St,8,2.9,2013,,,34,"{u'type': u'Point', u'coordinates': (-79.4175842924, 43.6464076573)}"
6821,854435,50,Portland St,50 Portland St,M5V 2M7,former Toronto,Toronto,Spadina-Fort York (10),,115001,14025624,50,,,,9780,,,,,77,Bike Corral,Wellington St W,14,5.5,2016,NO,,35,"{u'type': u'Point', u'coordinates': (-79.3999654357, 43.6433952592)}"
6822,10222755,511,King St W,511 King St W,M5V 2Z4,former Toronto,Toronto,Spadina-Fort York (10),,115001,10222754,511,,,,3780,,,,,80,Bike Rack,King St W,8,2.9,2016,,,36,"{u'type': u'Point', u'coordinates': (-79.3978494175, 43.6446235513)}"
6823,2854062,522,University Ave,522 University Ave,M5G 1W7,former Toronto,Toronto,University-Rosedale (11),,115001,2854059,522,,,,4583,,,,,82,Bike Rack,Elm St,16,2.9,2016,,,37,"{u'type': u'Point', u'coordinates': (-79.3893801204, 43.6559184352)}"
6824,30028624,539,Parliament St,539 Parliament St,M4X 1P7,former Toronto,Toronto,Toronto Centre (13),,115001,9980335,539,,,,4162,,,,,83,Bike Rack,Winchester St,8,2.9,2016,,,38,"{u'type': u'Point', u'coordinates': (-79.3684723714, 43.6660407872)}"
6825,10864312,61,Front St W,61 Front St W,M5J 1E5,former Toronto,Toronto,Spadina-Fort York (10),,115001,10864309,61,,,,3472,,,,,87,Bike Rack,Front St,72,2.9,2015,,,39,"{u'type': u'Point', u'coordinates': (-79.3800700536, 43.6452454057)}"
6826,51630,5,Bartonville Ave E,5 Bartonville Ave E,M6M 2B1,York,Toronto,York South-Weston (5),,115001,20112838,5,,,,433,,,,,74,Bike Rack,,8,2.9,2017,,,40,"{u'type': u'Point', u'coordinates': (-79.4945826751, 43.6894845939)}"
6827,10180172,621,King St W,621 King St W,M5V 1M5,former Toronto,Toronto,Spadina-Fort York (10),,115001,14674278,621,,,,3780,,,,,89,Bike Rack,King St W,8,2.9,2016,,,41,"{u'type': u'Point', u'coordinates': (-79.401149846, 43.644002883)}"
