,Latitude,Longitude,Month,Day,DOW,Thefts
0,43.6591625171,-79.3810999114,1,11,Sunday,1
0,43.6591625171,-79.3810999114,2,22,Friday,1
0,43.6591625171,-79.3810999114,3,12,Thursday,1
0,43.6591625171,-79.3810999114,3,18,Tuesday,1
0,43.6591625171,-79.3810999114,3,21,Saturday,1
0,43.6591625171,-79.3810999114,4,1,Wednesday,1
0,43.6591625171,-79.3810999114,4,5,Sunday,1
0,43.6591625171,-79.3810999114,4,8,Tuesday,1
0,43.6591625171,-79.3810999114,4,10,Monday,1
0,43.6591625171,-79.3810999114,4,16,Saturday,1
0,43.6591625171,-79.3810999114,4,17,Friday,1
0,43.6591625171,-79.3810999114,4,19,Saturday,1
0,43.6591625171,-79.3810999114,4,19,Thursday,1
0,43.6591625171,-79.3810999114,4,23,Sunday,2
0,43.6591625171,-79.3810999114,4,26,Friday,1
0,43.6591625171,-79.3810999114,4,27,Wednesday,1
0,43.6591625171,-79.3810999114,4,28,Monday,1
0,43.6591625171,-79.3810999114,4,30,Saturday,1
0,43.6591625171,-79.3810999114,5,8,Monday,1
0,43.6591625171,-79.3810999114,5,12,Monday,1
0,43.6591625171,-79.3810999114,5,15,Monday,1
0,43.6591625171,-79.3810999114,5,16,Thursday,1
0,43.6591625171,-79.3810999114,5,16,Wednesday,1
0,43.6591625171,-79.3810999114,5,19,Sunday,2
0,43.6591625171,-79.3810999114,5,20,Friday,1
0,43.6591625171,-79.3810999114,5,22,Monday,2
0,43.6591625171,-79.3810999114,6,3,Friday,1
0,43.6591625171,-79.3810999114,6,5,Friday,1
0,43.6591625171,-79.3810999114,6,5,Monday,1
0,43.6591625171,-79.3810999114,6,6,Saturday,1
0,43.6591625171,-79.3810999114,6,9,Saturday,3
0,43.6591625171,-79.3810999114,6,9,Thursday,1
0,43.6591625171,-79.3810999114,6,9,Tuesday,1
0,43.6591625171,-79.3810999114,6,11,Monday,2
0,43.6591625171,-79.3810999114,6,12,Friday,1
0,43.6591625171,-79.3810999114,6,15,Friday,1
0,43.6591625171,-79.3810999114,6,20,Monday,1
0,43.6591625171,-79.3810999114,6,21,Wednesday,1
0,43.6591625171,-79.3810999114,6,23,Tuesday,1
0,43.6591625171,-79.3810999114,6,28,Thursday,1
0,43.6591625171,-79.3810999114,7,2,Tuesday,2
0,43.6591625171,-79.3810999114,7,4,Friday,1
0,43.6591625171,-79.3810999114,7,4,Tuesday,1
0,43.6591625171,-79.3810999114,7,6,Monday,2
0,43.6591625171,-79.3810999114,7,8,Monday,5
0,43.6591625171,-79.3810999114,7,12,Sunday,1
0,43.6591625171,-79.3810999114,7,15,Tuesday,1
0,43.6591625171,-79.3810999114,7,16,Thursday,1
0,43.6591625171,-79.3810999114,7,17,Wednesday,1
0,43.6591625171,-79.3810999114,7,19,Sunday,1
0,43.6591625171,-79.3810999114,7,20,Saturday,1
0,43.6591625171,-79.3810999114,7,22,Saturday,1
0,43.6591625171,-79.3810999114,7,27,Wednesday,1
0,43.6591625171,-79.3810999114,7,29,Monday,1
0,43.6591625171,-79.3810999114,7,29,Wednesday,1
0,43.6591625171,-79.3810999114,7,31,Wednesday,1
0,43.6591625171,-79.3810999114,8,1,Saturday,1
0,43.6591625171,-79.3810999114,8,1,Wednesday,1
0,43.6591625171,-79.3810999114,8,4,Monday,1
0,43.6591625171,-79.3810999114,8,7,Tuesday,1
0,43.6591625171,-79.3810999114,8,8,Tuesday,1
0,43.6591625171,-79.3810999114,8,10,Sunday,1
0,43.6591625171,-79.3810999114,8,14,Friday,2
0,43.6591625171,-79.3810999114,8,21,Monday,1
0,43.6591625171,-79.3810999114,8,22,Thursday,2
0,43.6591625171,-79.3810999114,8,29,Wednesday,1
0,43.6591625171,-79.3810999114,8,31,Saturday,1
0,43.6591625171,-79.3810999114,9,2,Saturday,1
0,43.6591625171,-79.3810999114,9,7,Sunday,1
0,43.6591625171,-79.3810999114,9,7,Wednesday,1
0,43.6591625171,-79.3810999114,9,10,Tuesday,1
0,43.6591625171,-79.3810999114,9,18,Thursday,2
0,43.6591625171,-79.3810999114,9,21,Monday,1
0,43.6591625171,-79.3810999114,9,22,Saturday,1
0,43.6591625171,-79.3810999114,9,26,Tuesday,1
0,43.6591625171,-79.3810999114,9,30,Monday,1
0,43.6591625171,-79.3810999114,10,1,Tuesday,1
0,43.6591625171,-79.3810999114,10,3,Tuesday,1
0,43.6591625171,-79.3810999114,10,4,Friday,2
0,43.6591625171,-79.3810999114,10,6,Monday,1
0,43.6591625171,-79.3810999114,10,6,Tuesday,1
0,43.6591625171,-79.3810999114,10,14,Sunday,1
0,43.6591625171,-79.3810999114,10,19,Wednesday,1
0,43.6591625171,-79.3810999114,10,20,Friday,1
0,43.6591625171,-79.3810999114,10,27,Sunday,1
0,43.6591625171,-79.3810999114,11,20,Monday,1
0,43.6591625171,-79.3810999114,12,2,Friday,1
0,43.6591625171,-79.3810999114,12,2,Monday,1
0,43.6591625171,-79.3810999114,12,7,Monday,2
0,43.6591625171,-79.3810999114,12,9,Monday,1
0,43.6591625171,-79.3810999114,12,16,Wednesday,1
0,43.6591625171,-79.3810999114,12,26,Monday,1
0,43.6591625171,-79.3810999114,12,30,Tuesday,1
1,43.6620573991,-79.4278708182,2,26,Sunday,1
1,43.6620573991,-79.4278708182,4,3,Tuesday,1
1,43.6620573991,-79.4278708182,4,16,Saturday,1
1,43.6620573991,-79.4278708182,5,20,Sunday,1
1,43.6620573991,-79.4278708182,6,9,Friday,1
1,43.6620573991,-79.4278708182,6,20,Wednesday,1
1,43.6620573991,-79.4278708182,6,26,Friday,1
1,43.6620573991,-79.4278708182,7,10,Thursday,1
1,43.6620573991,-79.4278708182,7,19,Thursday,1
1,43.6620573991,-79.4278708182,8,8,Saturday,1
1,43.6620573991,-79.4278708182,8,15,Wednesday,1
1,43.6620573991,-79.4278708182,9,9,Monday,1
1,43.6620573991,-79.4278708182,9,25,Thursday,1
1,43.6620573991,-79.4278708182,10,3,Thursday,2
1,43.6620573991,-79.4278708182,10,10,Monday,1
1,43.6620573991,-79.4278708182,11,2,Saturday,1
1,43.6620573991,-79.4278708182,11,12,Saturday,1
1,43.6620573991,-79.4278708182,11,21,Thursday,1
2,43.6620573991,-79.4278708182,2,26,Sunday,1
2,43.6620573991,-79.4278708182,4,3,Tuesday,1
2,43.6620573991,-79.4278708182,4,16,Saturday,1
2,43.6620573991,-79.4278708182,5,20,Sunday,1
2,43.6620573991,-79.4278708182,6,9,Friday,1
2,43.6620573991,-79.4278708182,6,20,Wednesday,1
2,43.6620573991,-79.4278708182,6,26,Friday,1
2,43.6620573991,-79.4278708182,7,10,Thursday,1
2,43.6620573991,-79.4278708182,7,19,Thursday,1
2,43.6620573991,-79.4278708182,8,8,Saturday,1
2,43.6620573991,-79.4278708182,8,15,Wednesday,1
2,43.6620573991,-79.4278708182,9,9,Monday,1
2,43.6620573991,-79.4278708182,9,25,Thursday,1
2,43.6620573991,-79.4278708182,10,3,Thursday,2
2,43.6620573991,-79.4278708182,10,10,Monday,1
2,43.6620573991,-79.4278708182,11,2,Saturday,1
2,43.6620573991,-79.4278708182,11,12,Saturday,1
2,43.6620573991,-79.4278708182,11,21,Thursday,1
3,43.7058827895,-79.3984239072,3,9,Friday,1
3,43.7058827895,-79.3984239072,5,6,Monday,1
3,43.7058827895,-79.3984239072,5,23,Friday,1
3,43.7058827895,-79.3984239072,5,27,Monday,1
3,43.7058827895,-79.3984239072,6,20,Friday,1
3,43.7058827895,-79.3984239072,7,5,Tuesday,1
3,43.7058827895,-79.3984239072,7,17,Friday,1
3,43.7058827895,-79.3984239072,7,26,Sunday,1
3,43.7058827895,-79.3984239072,8,9,Sunday,1
3,43.7058827895,-79.3984239072,8,16,Sunday,1
3,43.7058827895,-79.3984239072,8,17,Sunday,1
3,43.7058827895,-79.3984239072,8,29,Tuesday,1
3,43.7058827895,-79.3984239072,8,30,Sunday,1
3,43.7058827895,-79.3984239072,9,19,Saturday,1
3,43.7058827895,-79.3984239072,10,1,Sunday,1
3,43.7058827895,-79.3984239072,11,8,Saturday,1
3,43.7058827895,-79.3984239072,11,23,Monday,3
4,43.6509286639,-79.397837765,2,4,Monday,1
4,43.6509286639,-79.397837765,2,22,Monday,1
4,43.6509286639,-79.397837765,2,28,Tuesday,1
4,43.6509286639,-79.397837765,3,3,Tuesday,1
4,43.6509286639,-79.397837765,4,3,Monday,1
4,43.6509286639,-79.397837765,5,23,Wednesday,1
4,43.6509286639,-79.397837765,5,29,Wednesday,1
4,43.6509286639,-79.397837765,6,6,Saturday,1
4,43.6509286639,-79.397837765,6,8,Monday,1
4,43.6509286639,-79.397837765,6,24,Wednesday,1
4,43.6509286639,-79.397837765,7,1,Friday,1
4,43.6509286639,-79.397837765,7,25,Wednesday,1
4,43.6509286639,-79.397837765,7,26,Thursday,1
4,43.6509286639,-79.397837765,7,27,Friday,1
4,43.6509286639,-79.397837765,7,28,Friday,1
4,43.6509286639,-79.397837765,8,6,Thursday,1
4,43.6509286639,-79.397837765,8,16,Saturday,1
4,43.6509286639,-79.397837765,8,18,Saturday,2
4,43.6509286639,-79.397837765,8,19,Friday,1
4,43.6509286639,-79.397837765,8,24,Monday,1
4,43.6509286639,-79.397837765,8,24,Saturday,1
4,43.6509286639,-79.397837765,9,1,Tuesday,1
4,43.6509286639,-79.397837765,9,12,Monday,1
4,43.6509286639,-79.397837765,9,21,Thursday,1
4,43.6509286639,-79.397837765,11,16,Monday,1
4,43.6509286639,-79.397837765,11,29,Friday,2
4,43.6509286639,-79.397837765,12,13,Tuesday,2
4,43.6509286639,-79.397837765,12,28,Wednesday,1
5,43.6553455062,-79.4025948746,2,9,Saturday,1
5,43.6553455062,-79.4025948746,3,26,Thursday,1
5,43.6553455062,-79.4025948746,4,18,Wednesday,1
5,43.6553455062,-79.4025948746,5,10,Thursday,1
5,43.6553455062,-79.4025948746,5,21,Monday,1
5,43.6553455062,-79.4025948746,6,8,Friday,1
5,43.6553455062,-79.4025948746,6,12,Tuesday,1
5,43.6553455062,-79.4025948746,6,13,Saturday,1
5,43.6553455062,-79.4025948746,6,29,Saturday,1
5,43.6553455062,-79.4025948746,7,12,Wednesday,1
5,43.6553455062,-79.4025948746,7,15,Saturday,1
5,43.6553455062,-79.4025948746,7,30,Saturday,1
5,43.6553455062,-79.4025948746,8,24,Monday,1
5,43.6553455062,-79.4025948746,9,3,Wednesday,1
5,43.6553455062,-79.4025948746,9,10,Tuesday,1
5,43.6553455062,-79.4025948746,9,20,Saturday,1
5,43.6553455062,-79.4025948746,9,28,Thursday,1
5,43.6553455062,-79.4025948746,9,29,Sunday,1
5,43.6553455062,-79.4025948746,11,17,Tuesday,1
5,43.6553455062,-79.4025948746,12,15,Tuesday,1
6,43.6417386471,-79.4233157461,2,1,Friday,1
6,43.6417386471,-79.4233157461,2,1,Thursday,1
6,43.6417386471,-79.4233157461,2,21,Wednesday,1
6,43.6417386471,-79.4233157461,3,9,Friday,1
6,43.6417386471,-79.4233157461,3,26,Sunday,1
6,43.6417386471,-79.4233157461,3,29,Wednesday,2
6,43.6417386471,-79.4233157461,3,30,Thursday,1
6,43.6417386471,-79.4233157461,4,9,Thursday,1
6,43.6417386471,-79.4233157461,4,12,Sunday,2
6,43.6417386471,-79.4233157461,4,15,Saturday,1
6,43.6417386471,-79.4233157461,4,15,Sunday,1
6,43.6417386471,-79.4233157461,4,16,Thursday,1
6,43.6417386471,-79.4233157461,4,21,Saturday,2
6,43.6417386471,-79.4233157461,4,23,Thursday,1
6,43.6417386471,-79.4233157461,4,25,Monday,1
6,43.6417386471,-79.4233157461,4,28,Thursday,1
6,43.6417386471,-79.4233157461,4,29,Friday,1
6,43.6417386471,-79.4233157461,5,12,Tuesday,1
6,43.6417386471,-79.4233157461,5,14,Monday,1
6,43.6417386471,-79.4233157461,5,24,Saturday,1
6,43.6417386471,-79.4233157461,5,27,Monday,1
6,43.6417386471,-79.4233157461,5,27,Saturday,1
6,43.6417386471,-79.4233157461,5,28,Tuesday,2
6,43.6417386471,-79.4233157461,5,29,Tuesday,1
6,43.6417386471,-79.4233157461,5,30,Wednesday,1
6,43.6417386471,-79.4233157461,5,31,Wednesday,1
6,43.6417386471,-79.4233157461,6,1,Monday,3
6,43.6417386471,-79.4233157461,6,2,Thursday,1
6,43.6417386471,-79.4233157461,6,7,Sunday,1
6,43.6417386471,-79.4233157461,6,15,Thursday,1
6,43.6417386471,-79.4233157461,6,16,Thursday,1
6,43.6417386471,-79.4233157461,6,18,Thursday,1
6,43.6417386471,-79.4233157461,6,20,Wednesday,1
6,43.6417386471,-79.4233157461,6,27,Wednesday,1
6,43.6417386471,-79.4233157461,6,28,Sunday,3
6,43.6417386471,-79.4233157461,6,29,Monday,1
6,43.6417386471,-79.4233157461,6,29,Wednesday,1
6,43.6417386471,-79.4233157461,7,1,Wednesday,1
6,43.6417386471,-79.4233157461,7,3,Tuesday,1
6,43.6417386471,-79.4233157461,7,6,Monday,1
6,43.6417386471,-79.4233157461,7,12,Sunday,2
6,43.6417386471,-79.4233157461,7,17,Wednesday,1
6,43.6417386471,-79.4233157461,7,19,Saturday,1
6,43.6417386471,-79.4233157461,7,19,Sunday,1
6,43.6417386471,-79.4233157461,7,22,Friday,1
6,43.6417386471,-79.4233157461,7,22,Wednesday,1
6,43.6417386471,-79.4233157461,7,27,Thursday,1
6,43.6417386471,-79.4233157461,7,29,Wednesday,1
6,43.6417386471,-79.4233157461,8,8,Monday,1
6,43.6417386471,-79.4233157461,8,11,Friday,1
6,43.6417386471,-79.4233157461,8,12,Sunday,1
6,43.6417386471,-79.4233157461,8,13,Sunday,1
6,43.6417386471,-79.4233157461,8,18,Sunday,1
6,43.6417386471,-79.4233157461,8,19,Saturday,1
6,43.6417386471,-79.4233157461,8,21,Sunday,1
6,43.6417386471,-79.4233157461,8,23,Thursday,1
6,43.6417386471,-79.4233157461,8,25,Monday,1
6,43.6417386471,-79.4233157461,9,1,Tuesday,1
6,43.6417386471,-79.4233157461,9,2,Saturday,1
6,43.6417386471,-79.4233157461,9,3,Sunday,1
6,43.6417386471,-79.4233157461,9,3,Thursday,1
6,43.6417386471,-79.4233157461,9,3,Wednesday,1
6,43.6417386471,-79.4233157461,9,12,Monday,1
6,43.6417386471,-79.4233157461,9,15,Monday,2
6,43.6417386471,-79.4233157461,9,16,Monday,1
6,43.6417386471,-79.4233157461,9,27,Thursday,1
6,43.6417386471,-79.4233157461,10,1,Saturday,1
6,43.6417386471,-79.4233157461,10,2,Friday,1
6,43.6417386471,-79.4233157461,10,13,Sunday,1
6,43.6417386471,-79.4233157461,10,14,Sunday,1
6,43.6417386471,-79.4233157461,10,17,Tuesday,1
6,43.6417386471,-79.4233157461,10,19,Monday,1
6,43.6417386471,-79.4233157461,10,19,Saturday,1
6,43.6417386471,-79.4233157461,10,24,Tuesday,1
6,43.6417386471,-79.4233157461,11,14,Wednesday,1
7,43.6455450875,-79.3959267185,1,6,Sunday,1
7,43.6455450875,-79.3959267185,1,24,Saturday,1
7,43.6455450875,-79.3959267185,2,17,Saturday,1
7,43.6455450875,-79.3959267185,4,10,Monday,1
7,43.6455450875,-79.3959267185,4,10,Thursday,1
7,43.6455450875,-79.3959267185,4,18,Saturday,1
7,43.6455450875,-79.3959267185,5,12,Friday,1
7,43.6455450875,-79.3959267185,5,28,Thursday,1
7,43.6455450875,-79.3959267185,6,7,Wednesday,1
7,43.6455450875,-79.3959267185,6,8,Thursday,1
7,43.6455450875,-79.3959267185,6,16,Monday,1
7,43.6455450875,-79.3959267185,6,19,Wednesday,1
7,43.6455450875,-79.3959267185,6,27,Monday,1
7,43.6455450875,-79.3959267185,7,4,Wednesday,1
7,43.6455450875,-79.3959267185,7,9,Thursday,1
7,43.6455450875,-79.3959267185,7,10,Sunday,1
7,43.6455450875,-79.3959267185,7,11,Wednesday,1
7,43.6455450875,-79.3959267185,7,17,Monday,1
7,43.6455450875,-79.3959267185,7,25,Tuesday,1
7,43.6455450875,-79.3959267185,7,28,Saturday,2
7,43.6455450875,-79.3959267185,7,29,Monday,1
7,43.6455450875,-79.3959267185,7,29,Saturday,1
7,43.6455450875,-79.3959267185,7,29,Wednesday,1
7,43.6455450875,-79.3959267185,8,6,Thursday,1
7,43.6455450875,-79.3959267185,8,8,Thursday,1
7,43.6455450875,-79.3959267185,8,11,Thursday,1
7,43.6455450875,-79.3959267185,8,14,Friday,1
7,43.6455450875,-79.3959267185,8,17,Wednesday,1
7,43.6455450875,-79.3959267185,8,18,Thursday,1
7,43.6455450875,-79.3959267185,8,25,Friday,3
7,43.6455450875,-79.3959267185,8,26,Wednesday,1
7,43.6455450875,-79.3959267185,9,1,Tuesday,1
7,43.6455450875,-79.3959267185,9,9,Friday,1
7,43.6455450875,-79.3959267185,9,13,Tuesday,1
7,43.6455450875,-79.3959267185,9,14,Thursday,1
7,43.6455450875,-79.3959267185,9,20,Tuesday,2
7,43.6455450875,-79.3959267185,9,21,Friday,1
7,43.6455450875,-79.3959267185,10,6,Thursday,1
7,43.6455450875,-79.3959267185,10,19,Thursday,1
7,43.6455450875,-79.3959267185,10,19,Wednesday,1
7,43.6455450875,-79.3959267185,10,20,Friday,1
7,43.6455450875,-79.3959267185,10,26,Thursday,1
7,43.6455450875,-79.3959267185,11,1,Wednesday,2
7,43.6455450875,-79.3959267185,11,6,Friday,1
7,43.6455450875,-79.3959267185,11,18,Wednesday,2
7,43.6455450875,-79.3959267185,11,27,Tuesday,2
8,43.6667025083,-79.4053783829,1,18,Saturday,1
8,43.6667025083,-79.4053783829,1,26,Friday,1
8,43.6667025083,-79.4053783829,2,1,Wednesday,1
8,43.6667025083,-79.4053783829,2,28,Wednesday,1
8,43.6667025083,-79.4053783829,3,19,Thursday,2
8,43.6667025083,-79.4053783829,3,20,Friday,1
8,43.6667025083,-79.4053783829,3,26,Monday,1
8,43.6667025083,-79.4053783829,4,5,Sunday,1
8,43.6667025083,-79.4053783829,4,14,Tuesday,1
8,43.6667025083,-79.4053783829,4,20,Saturday,1
8,43.6667025083,-79.4053783829,4,24,Tuesday,1
8,43.6667025083,-79.4053783829,4,25,Saturday,1
8,43.6667025083,-79.4053783829,5,6,Saturday,1
8,43.6667025083,-79.4053783829,5,9,Tuesday,1
8,43.6667025083,-79.4053783829,5,25,Friday,1
8,43.6667025083,-79.4053783829,6,1,Thursday,1
8,43.6667025083,-79.4053783829,6,5,Monday,1
8,43.6667025083,-79.4053783829,6,16,Thursday,1
8,43.6667025083,-79.4053783829,6,19,Friday,2
8,43.6667025083,-79.4053783829,6,22,Saturday,1
8,43.6667025083,-79.4053783829,6,25,Monday,1
8,43.6667025083,-79.4053783829,6,26,Wednesday,1
8,43.6667025083,-79.4053783829,6,28,Friday,1
8,43.6667025083,-79.4053783829,7,3,Friday,1
8,43.6667025083,-79.4053783829,7,9,Monday,1
8,43.6667025083,-79.4053783829,7,9,Thursday,1
8,43.6667025083,-79.4053783829,7,16,Sunday,1
8,43.6667025083,-79.4053783829,7,30,Wednesday,1
8,43.6667025083,-79.4053783829,8,13,Monday,1
8,43.6667025083,-79.4053783829,8,16,Sunday,1
8,43.6667025083,-79.4053783829,8,18,Saturday,1
8,43.6667025083,-79.4053783829,8,21,Wednesday,1
8,43.6667025083,-79.4053783829,8,22,Thursday,1
8,43.6667025083,-79.4053783829,8,26,Tuesday,1
8,43.6667025083,-79.4053783829,9,8,Saturday,1
8,43.6667025083,-79.4053783829,9,24,Wednesday,1
8,43.6667025083,-79.4053783829,9,28,Monday,1
8,43.6667025083,-79.4053783829,10,12,Wednesday,1
8,43.6667025083,-79.4053783829,10,13,Friday,1
8,43.6667025083,-79.4053783829,10,17,Monday,1
8,43.6667025083,-79.4053783829,10,18,Sunday,1
8,43.6667025083,-79.4053783829,10,19,Friday,1
8,43.6667025083,-79.4053783829,11,14,Thursday,2
8,43.6667025083,-79.4053783829,11,16,Monday,1
8,43.6667025083,-79.4053783829,11,30,Saturday,2
8,43.6667025083,-79.4053783829,11,30,Wednesday,1
8,43.6667025083,-79.4053783829,12,1,Thursday,1
8,43.6667025083,-79.4053783829,12,12,Tuesday,1
8,43.6667025083,-79.4053783829,12,16,Friday,1
8,43.6667025083,-79.4053783829,12,31,Tuesday,1
9,43.6453156558,-79.396805138,5,21,Saturday,1
9,43.6453156558,-79.396805138,6,4,Saturday,1
9,43.6453156558,-79.396805138,7,14,Friday,1
9,43.6453156558,-79.396805138,7,21,Sunday,1
9,43.6453156558,-79.396805138,8,20,Monday,1
9,43.6453156558,-79.396805138,8,24,Thursday,1
9,43.6453156558,-79.396805138,8,25,Friday,1
9,43.6453156558,-79.396805138,8,29,Thursday,1
9,43.6453156558,-79.396805138,9,6,Friday,1
9,43.6453156558,-79.396805138,9,17,Sunday,1
9,43.6453156558,-79.396805138,10,30,Friday,1
10,43.6651006727,-79.4126936122,3,18,Saturday,1
10,43.6651006727,-79.4126936122,6,26,Monday,3
10,43.6651006727,-79.4126936122,7,3,Friday,1
10,43.6651006727,-79.4126936122,7,15,Friday,1
10,43.6651006727,-79.4126936122,7,18,Monday,1
10,43.6651006727,-79.4126936122,7,21,Tuesday,1
10,43.6651006727,-79.4126936122,8,1,Friday,1
10,43.6651006727,-79.4126936122,8,30,Wednesday,1
10,43.6651006727,-79.4126936122,9,6,Thursday,1
10,43.6651006727,-79.4126936122,9,11,Friday,1
10,43.6651006727,-79.4126936122,11,7,Thursday,1
11,43.6639772448,-79.4174332539,3,21,Monday,1
11,43.6639772448,-79.4174332539,4,20,Friday,1
11,43.6639772448,-79.4174332539,6,21,Thursday,1
11,43.6639772448,-79.4174332539,7,2,Tuesday,1
11,43.6639772448,-79.4174332539,8,19,Sunday,1
11,43.6639772448,-79.4174332539,8,20,Thursday,1
11,43.6639772448,-79.4174332539,8,28,Wednesday,1
11,43.6639772448,-79.4174332539,9,21,Saturday,2
11,43.6639772448,-79.4174332539,10,22,Tuesday,1
11,43.6639772448,-79.4174332539,11,7,Tuesday,1
11,43.6639772448,-79.4174332539,11,8,Sunday,2
11,43.6639772448,-79.4174332539,11,26,Thursday,1
11,43.6639772448,-79.4174332539,12,25,Sunday,1
12,43.6604459644,-79.3861750845,1,26,Thursday,1
12,43.6604459644,-79.3861750845,4,2,Monday,1
12,43.6604459644,-79.3861750845,4,10,Monday,1
12,43.6604459644,-79.3861750845,4,11,Tuesday,1
12,43.6604459644,-79.3861750845,4,18,Saturday,2
12,43.6604459644,-79.3861750845,4,25,Monday,1
12,43.6604459644,-79.3861750845,5,4,Wednesday,1
12,43.6604459644,-79.3861750845,5,5,Tuesday,1
12,43.6604459644,-79.3861750845,5,18,Saturday,1
12,43.6604459644,-79.3861750845,5,21,Wednesday,1
12,43.6604459644,-79.3861750845,5,22,Friday,1
12,43.6604459644,-79.3861750845,5,25,Saturday,1
12,43.6604459644,-79.3861750845,5,30,Monday,1
12,43.6604459644,-79.3861750845,6,1,Sunday,1
12,43.6604459644,-79.3861750845,6,2,Sunday,1
12,43.6604459644,-79.3861750845,6,7,Wednesday,1
12,43.6604459644,-79.3861750845,6,12,Monday,1
12,43.6604459644,-79.3861750845,6,16,Monday,1
12,43.6604459644,-79.3861750845,6,19,Sunday,1
12,43.6604459644,-79.3861750845,7,4,Wednesday,2
12,43.6604459644,-79.3861750845,7,6,Monday,1
12,43.6604459644,-79.3861750845,7,11,Friday,1
12,43.6604459644,-79.3861750845,7,19,Friday,1
12,43.6604459644,-79.3861750845,7,23,Monday,1
12,43.6604459644,-79.3861750845,8,1,Saturday,1
12,43.6604459644,-79.3861750845,8,6,Thursday,1
12,43.6604459644,-79.3861750845,8,12,Wednesday,1
12,43.6604459644,-79.3861750845,8,15,Saturday,1
12,43.6604459644,-79.3861750845,8,23,Wednesday,1
12,43.6604459644,-79.3861750845,9,5,Saturday,1
12,43.6604459644,-79.3861750845,9,9,Monday,1
12,43.6604459644,-79.3861750845,9,14,Friday,2
12,43.6604459644,-79.3861750845,9,16,Monday,1
12,43.6604459644,-79.3861750845,9,18,Wednesday,1
12,43.6604459644,-79.3861750845,9,19,Wednesday,2
12,43.6604459644,-79.3861750845,9,27,Wednesday,1
12,43.6604459644,-79.3861750845,10,9,Thursday,1
12,43.6604459644,-79.3861750845,10,11,Thursday,1
12,43.6604459644,-79.3861750845,10,23,Monday,1
12,43.6604459644,-79.3861750845,10,25,Wednesday,1
12,43.6604459644,-79.3861750845,11,7,Friday,1
12,43.6604459644,-79.3861750845,11,8,Wednesday,1
12,43.6604459644,-79.3861750845,11,15,Wednesday,1
12,43.6604459644,-79.3861750845,11,16,Thursday,1
12,43.6604459644,-79.3861750845,11,16,Wednesday,1
12,43.6604459644,-79.3861750845,11,20,Friday,1
12,43.6604459644,-79.3861750845,11,25,Wednesday,1
12,43.6604459644,-79.3861750845,11,30,Thursday,1
12,43.6604459644,-79.3861750845,12,15,Friday,1
12,43.6604459644,-79.3861750845,12,26,Saturday,1
12,43.6604459644,-79.3861750845,12,30,Monday,1
13,43.6449521398,-79.3900134102,1,5,Tuesday,1
13,43.6449521398,-79.3900134102,1,18,Thursday,1
13,43.6449521398,-79.3900134102,2,25,Thursday,1
13,43.6449521398,-79.3900134102,3,21,Tuesday,1
13,43.6449521398,-79.3900134102,4,13,Saturday,1
13,43.6449521398,-79.3900134102,4,23,Sunday,1
13,43.6449521398,-79.3900134102,4,28,Sunday,1
13,43.6449521398,-79.3900134102,4,30,Saturday,1
13,43.6449521398,-79.3900134102,5,1,Sunday,1
13,43.6449521398,-79.3900134102,5,6,Wednesday,2
13,43.6449521398,-79.3900134102,5,12,Tuesday,1
13,43.6449521398,-79.3900134102,5,19,Saturday,1
13,43.6449521398,-79.3900134102,5,20,Monday,1
13,43.6449521398,-79.3900134102,5,26,Friday,1
13,43.6449521398,-79.3900134102,5,31,Tuesday,1
13,43.6449521398,-79.3900134102,6,12,Thursday,1
13,43.6449521398,-79.3900134102,6,12,Tuesday,1
13,43.6449521398,-79.3900134102,6,17,Friday,1
13,43.6449521398,-79.3900134102,6,24,Tuesday,1
13,43.6449521398,-79.3900134102,6,30,Monday,1
13,43.6449521398,-79.3900134102,7,3,Thursday,1
13,43.6449521398,-79.3900134102,7,7,Saturday,1
13,43.6449521398,-79.3900134102,7,9,Tuesday,1
13,43.6449521398,-79.3900134102,7,10,Monday,1
13,43.6449521398,-79.3900134102,7,10,Sunday,1
13,43.6449521398,-79.3900134102,7,22,Sunday,1
13,43.6449521398,-79.3900134102,8,9,Thursday,1
13,43.6449521398,-79.3900134102,8,12,Wednesday,1
13,43.6449521398,-79.3900134102,8,29,Thursday,1
13,43.6449521398,-79.3900134102,8,30,Tuesday,1
13,43.6449521398,-79.3900134102,9,4,Friday,1
13,43.6449521398,-79.3900134102,9,28,Thursday,1
13,43.6449521398,-79.3900134102,10,1,Wednesday,1
13,43.6449521398,-79.3900134102,10,6,Tuesday,1
13,43.6449521398,-79.3900134102,10,24,Wednesday,1
13,43.6449521398,-79.3900134102,10,30,Monday,1
13,43.6449521398,-79.3900134102,11,2,Monday,1
13,43.6449521398,-79.3900134102,11,7,Monday,2
13,43.6449521398,-79.3900134102,11,24,Friday,2
13,43.6449521398,-79.3900134102,11,28,Thursday,1
14,43.6547112224,-79.4663681479,1,4,Friday,1
14,43.6547112224,-79.4663681479,4,18,Friday,1
14,43.6547112224,-79.4663681479,5,3,Sunday,1
14,43.6547112224,-79.4663681479,5,12,Friday,1
14,43.6547112224,-79.4663681479,5,14,Monday,1
14,43.6547112224,-79.4663681479,5,17,Thursday,1
14,43.6547112224,-79.4663681479,6,8,Thursday,2
14,43.6547112224,-79.4663681479,7,3,Friday,1
14,43.6547112224,-79.4663681479,7,3,Monday,1
14,43.6547112224,-79.4663681479,7,6,Saturday,1
